Event_date,Site,Latitude,Longitude,Measurement_type,Measurement
2020-01-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-03-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-08-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-03-03T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-09-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-12-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-05-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-01-31T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2022-01-23T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-02-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2022-01-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2019-12-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-12-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-11-02T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-03-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-04-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-10-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-05-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-01-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2022-01-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-05-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-11-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-05-25T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-10-06T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-10-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-07-31T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-07-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-04-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2022-01-22T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
